number,title,depth,part,chapter,start_pdf_page,end_pdf_page_hierarchical,end_pdf_page_atomic,hierarchical_file,atomic_file,hierarchical_utf8_bytes,atomic_utf8_bytes
4.1,Defining Concurrency and Parallelism,2,1,4,223,230,223,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.01_defining_concurrency_and_parallelism.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.01_defining_concurrency_and_parallelism.md,12791,286
4.1.1,Concurrency,3,1,4,223,224,224,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.01.01_concurrency.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.01.01_concurrency.md,2192,2192
4.1.2,Parallelism,3,1,4,224,226,226,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.01.02_parallelism.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.01.02_parallelism.md,3195,3195
4.1.3,Task versus Data Parallelism,3,1,4,226,226,226,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.01.03_task_versus_data_parallelism.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.01.03_task_versus_data_parallelism.md,935,935
4.1.4,Flynn’s Taxonomy,3,1,4,226,229,229,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.01.04_flynns_taxonomy.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.01.04_flynns_taxonomy.md,5383,5383
4.1.5,Orthogonality of Concurrency and Parallelism,3,1,4,230,230,230,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.01.05_orthogonality_of_concurrency_and_parallelism.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.01.05_orthogonality_of_concurrency_and_parallelism.md,1124,1124
4.1.6,Roadmap of the Chapter,3,1,4,230,230,230,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.01.06_roadmap_of_the_chapter.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.01.06_roadmap_of_the_chapter.md,720,720
4.2,Implicit Parallelism,2,1,4,230,244,231,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.02_implicit_parallelism.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.02_implicit_parallelism.md,29096,1208
4.2.1,Pipelining,3,1,4,231,233,233,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.02.01_pipelining.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.02.01_pipelining.md,4634,4634
4.2.2,Latency versus Throughput,3,1,4,233,233,233,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.02.02_latency_versus_throughput.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.02.02_latency_versus_throughput.md,874,874
4.2.3,Pipeline Depths,3,1,4,233,234,234,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.02.03_pipeline_depths.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.02.03_pipeline_depths.md,1377,1377
4.2.4,Stalls,3,1,4,234,234,234,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.02.04_stalls.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.02.04_stalls.md,692,692
4.2.5,Data Dependencies,3,1,4,234,236,236,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.02.05_data_dependencies.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.02.05_data_dependencies.md,4795,4795
4.2.6,Branch Dependencies,3,1,4,236,240,240,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.02.06_branch_dependencies.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.02.06_branch_dependencies.md,8503,8503
4.2.7,Superscalar CPUs,3,1,4,240,242,242,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.02.07_superscalar_cpus.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.02.07_superscalar_cpus.md,4608,4608
4.2.8,Very Long Instruction Word (VLIW),3,1,4,242,244,244,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.02.08_very_long_instruction_word_vliw.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.02.08_very_long_instruction_word_vliw.md,3961,3961
4.3,Explicit Parallelism,2,1,4,244,249,244,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.03_explicit_parallelism.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.03_explicit_parallelism.md,8900,677
4.3.1,Hyperthreading,3,1,4,244,245,245,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.03.01_hyperthreading.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.03.01_hyperthreading.md,2353,2353
4.3.2,Multicore CPUs,3,1,4,245,246,246,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.03.02_multicore_cpus.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.03.02_multicore_cpus.md,1938,1938
4.3.3,Symmetric versus Asymmetric Multiprocessing,3,1,4,246,248,248,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.03.03_symmetric_versus_asymmetric_multiprocessing.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.03.03_symmetric_versus_asymmetric_multiprocessing.md,3653,3653
4.3.4,Distributed Computing,3,1,4,248,249,249,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.03.04_distributed_computing.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.03.04_distributed_computing.md,1239,1239
4.4,Operating System Fundamentals,2,1,4,249,275,249,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04_operating_system_fundamentals.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04_operating_system_fundamentals.md,56736,482
4.4.1,The Kernel,3,1,4,249,251,251,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04.01_the_kernel.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04.01_the_kernel.md,3871,3871
4.4.2,Interrupts,3,1,4,251,252,252,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04.02_interrupts.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04.02_interrupts.md,2507,2507
4.4.3,Kernel Calls,3,1,4,252,252,252,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04.03_kernel_calls.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04.03_kernel_calls.md,1889,1889
4.4.4,Preemptive Multitasking,3,1,4,252,254,254,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04.04_preemptive_multitasking.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04.04_preemptive_multitasking.md,3772,3772
4.4.5,Processes,3,1,4,254,259,259,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04.05_processes.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04.05_processes.md,13033,13033
4.4.6,Threads,3,1,4,260,269,269,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04.06_threads.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04.06_threads.md,19514,19514
4.4.7,Fibers,3,1,4,269,271,271,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04.07_fibers.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04.07_fibers.md,5652,5652
4.4.8,User-Level Threads and Coroutines,3,1,4,272,274,274,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04.08_user_level_threads_and_coroutines.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04.08_user_level_threads_and_coroutines.md,6368,6368
4.4.9,Further Reading on Processes and Threads,3,1,4,274,275,275,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.04.09_further_reading_on_processes_and_threads.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.04.09_further_reading_on_processes_and_threads.md,1107,1107
4.5,Introduction to Concurrent Programming,2,1,4,275,286,275,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.05_introduction_to_concurrent_programming.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.05_introduction_to_concurrent_programming.md,22201,1610
4.5.1,Why Write Concurrent Software?,3,1,4,276,276,276,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.05.01_why_write_concurrent_software.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.05.01_why_write_concurrent_software.md,543,543
4.5.2,Concurrent Programming Models,3,1,4,276,277,277,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.05.02_concurrent_programming_models.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.05.02_concurrent_programming_models.md,3349,3349
4.5.3,Race Conditions,3,1,4,277,280,280,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.05.03_race_conditions.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.05.03_race_conditions.md,6384,6384
4.5.4,Critical Operations and Atomicity,3,1,4,280,286,286,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.05.04_critical_operations_and_atomicity.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.05.04_critical_operations_and_atomicity.md,10970,10970
4.6,Thread Synchronization Primitives,2,1,4,286,300,286,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.06_thread_synchronization_primitives.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.06_thread_synchronization_primitives.md,22804,1501
4.6.1,Mutexes,3,1,4,286,289,289,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.06.01_mutexes.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.06.01_mutexes.md,4379,4379
4.6.2,Critical Sections,3,1,4,289,290,290,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.06.02_critical_sections.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.06.02_critical_sections.md,3010,3010
4.6.3,Condition Variables,3,1,4,290,294,294,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.06.03_condition_variables.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.06.03_condition_variables.md,6045,6045
4.6.4,Semaphores,3,1,4,294,298,298,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.06.04_semaphores.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.06.04_semaphores.md,6774,6774
4.6.5,Windows Events,3,1,4,298,300,300,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.06.05_windows_events.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.06.05_windows_events.md,1840,1840
4.7,Problems with Lock-Based Concurrency,2,1,4,300,305,300,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.07_problems_with_lock_based_concurrency.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.07_problems_with_lock_based_concurrency.md,11629,870
4.7.1,Deadlock,3,1,4,300,302,302,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.07.01_deadlock.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.07.01_deadlock.md,4173,4173
4.7.2,Livelock,3,1,4,302,303,303,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.07.02_livelock.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.07.02_livelock.md,1539,1539
4.7.3,Starvation,3,1,4,303,303,303,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.07.03_starvation.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.07.03_starvation.md,1013,1013
4.7.4,Priority Inversion,3,1,4,303,304,304,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.07.04_priority_inversion.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.07.04_priority_inversion.md,2180,2180
4.7.5,The Dining Philosophers,3,1,4,304,305,305,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.07.05_the_dining_philosophers.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.07.05_the_dining_philosophers.md,2599,2599
4.8,Some Rules of Thumb for Concurrency,2,1,4,305,308,305,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.08_some_rules_of_thumb_for_concurrency.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.08_some_rules_of_thumb_for_concurrency.md,8098,446
4.8.1,Global Ordering Rules,3,1,4,305,306,306,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.08.01_global_ordering_rules.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.08.01_global_ordering_rules.md,2731,2731
4.8.2,Transaction-Based Algorithms,3,1,4,306,306,306,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.08.02_transaction_based_algorithms.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.08.02_transaction_based_algorithms.md,1190,1190
4.8.3,Minimizing Contention,3,1,4,306,307,307,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.08.03_minimizing_contention.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.08.03_minimizing_contention.md,1455,1455
4.8.4,Thread Safety,3,1,4,307,308,308,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.08.04_thread_safety.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.08.04_thread_safety.md,2872,2872
4.9,Lock-Free Concurrency,2,1,4,308,350,310,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09_lock_free_concurrency.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09_lock_free_concurrency.md,83443,4779
4.9.1,Causes of Data Race Bugs,3,1,4,310,311,311,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.01_causes_of_data_race_bugs.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.01_causes_of_data_race_bugs.md,2435,2435
4.9.2,Implementing Atomicity,3,1,4,311,319,319,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.02_implementing_atomicity.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.02_implementing_atomicity.md,16589,16589
4.9.3,Barriers,3,1,4,319,323,323,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.03_barriers.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.03_barriers.md,7457,7457
4.9.4,Memory Ordering Semantics,3,1,4,323,333,333,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.04_memory_ordering_semantics.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.04_memory_ordering_semantics.md,22892,22892
4.9.5,Atomic Variables,3,1,4,333,336,336,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.05_atomic_variables.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.05_atomic_variables.md,6525,6525
4.9.6,Concurrency in Interpreted Programming Languages,3,1,4,336,337,337,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.06_concurrency_in_interpreted_programming_languages.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.06_concurrency_in_interpreted_programming_languages.md,3098,3098
4.9.7,Spin Locks,3,1,4,337,346,346,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.07_spin_locks.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.07_spin_locks.md,14373,14373
4.9.8,Lock-Free Transactions,3,1,4,346,347,347,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.08_lock_free_transactions.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.08_lock_free_transactions.md,2440,2440
4.9.9,A Lock-Free Linked List,3,1,4,347,349,349,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.09_a_lock_free_linked_list.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.09_a_lock_free_linked_list.md,2429,2429
4.9.10,Further Reading on Lock-Free Programming,3,1,4,349,350,350,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.09.10_further_reading_on_lock_free_programming.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.09.10_further_reading_on_lock_free_programming.md,1916,1916
4.10,SIMD/Vector Processing,2,1,4,350,367,351,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.10_simd_vector_processing.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.10_simd_vector_processing.md,32938,2691
4.10.1,The SSE Instruction Set and Its Registers,3,1,4,351,355,355,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.10.01_the_sse_instruction_set_and_its_registers.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.10.01_the_sse_instruction_set_and_its_registers.md,10092,10092
4.10.2,Using SSE to Vectorize a Loop,3,1,4,355,356,356,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.10.02_using_sse_to_vectorize_a_loop.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.10.02_using_sse_to_vectorize_a_loop.md,2146,2146
4.10.3,Vectorized Dot Products,3,1,4,356,361,361,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.10.03_vectorized_dot_products.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.10.03_vectorized_dot_products.md,8157,8157
4.10.4,Vector-Matrix Multiplication with SSE,3,1,4,361,362,362,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.10.04_vector_matrix_multiplication_with_sse.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.10.04_vector_matrix_multiplication_with_sse.md,1920,1920
4.10.5,Matrix-Matrix Multiplication with SSE,3,1,4,362,362,362,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.10.05_matrix_matrix_multiplication_with_sse.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.10.05_matrix_matrix_multiplication_with_sse.md,578,578
4.10.6,Generalized Vectorizaton,3,1,4,362,363,363,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.10.06_generalized_vectorizaton.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.10.06_generalized_vectorizaton.md,2601,2601
4.10.7,Vector Predication,3,1,4,363,367,367,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.10.07_vector_predication.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.10.07_vector_predication.md,5887,5887
4.11,Introduction to GPGPU Programming,2,1,4,367,377,367,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.11_introduction_to_gpgpu_programming.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.11_introduction_to_gpgpu_programming.md,19255,839
4.11.1,Data-Parallel Computations,3,1,4,367,369,369,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.11.01_data_parallel_computations.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.11.01_data_parallel_computations.md,3791,3791
4.11.2,Compute Kernels,3,1,4,369,371,371,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.11.02_compute_kernels.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.11.02_compute_kernels.md,3740,3740
4.11.3,Executing a Kernel,3,1,4,371,372,372,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.11.03_executing_a_kernel.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.11.03_executing_a_kernel.md,2998,2998
4.11.4,GPU Threads and Thread Groups,3,1,4,372,376,376,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.11.04_gpu_threads_and_thread_groups.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.11.04_gpu_threads_and_thread_groups.md,7539,7539
4.11.5,Further Reading,3,1,4,376,377,377,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/hierarchical/04.11.05_further_reading.md,part_01_foundations/chapter_04_parallelism_and_concurrent_programming/atomic/04.11.05_further_reading.md,1093,1093
5,3D Math for Games,1,1,5,378,435,378,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05_3d_math_for_games.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05_3d_math_for_games.md,114014,1245
5.1,Solving 3D Problems in 2D,2,1,5,378,379,379,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.01_solving_3d_problems_in_2d.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.01_solving_3d_problems_in_2d.md,1341,1341
5.2,Points and Vectors,2,1,5,379,394,379,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.02_points_and_vectors.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.02_points_and_vectors.md,31274,835
5.2.1,Points and Cartesian Coordinates,3,1,5,379,380,380,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.02.01_points_and_cartesian_coordinates.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.02.01_points_and_cartesian_coordinates.md,2677,2677
5.2.2,Left-Handed versus Right-Handed Coordinate Systems,3,1,5,380,381,381,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.02.02_left_handed_versus_right_handed_coordinate_systems.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.02.02_left_handed_versus_right_handed_coordinate_systems.md,3306,3306
5.2.3,Vectors,3,1,5,381,382,382,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.02.03_vectors.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.02.03_vectors.md,3001,3001
5.2.4,Vector Operations,3,1,5,382,394,394,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.02.04_vector_operations.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.02.04_vector_operations.md,21231,21231
5.2.5,Linear Interpolation of Points and Vectors,3,1,5,394,394,394,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.02.05_linear_interpolation_of_points_and_vectors.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.02.05_linear_interpolation_of_points_and_vectors.md,1333,1333
5.3,Matrices,2,1,5,394,413,395,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03_matrices.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03_matrices.md,37266,1934
5.3.1,Matrix Multiplication,3,1,5,395,396,396,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.01_matrix_multiplication.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.01_matrix_multiplication.md,1916,1916
5.3.2,Representing Points and Vectors as Matrices,3,1,5,396,397,397,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.02_representing_points_and_vectors_as_matrices.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.02_representing_points_and_vectors_as_matrices.md,2189,2189
5.3.3,The Identity Matrix,3,1,5,397,397,397,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.03_the_identity_matrix.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.03_the_identity_matrix.md,495,495
5.3.4,Matrix Inversion,3,1,5,397,398,398,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.04_matrix_inversion.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.04_matrix_inversion.md,1189,1189
5.3.5,Transposition,3,1,5,398,398,398,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.05_transposition.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.05_transposition.md,1369,1369
5.3.6,Homogeneous Coordinates,3,1,5,398,400,400,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.06_homogeneous_coordinates.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.06_homogeneous_coordinates.md,4416,4416
5.3.7,Atomic Transformation Matrices,3,1,5,400,403,403,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.07_atomic_transformation_matrices.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.07_atomic_transformation_matrices.md,4466,4466
5.3.8,4 × 3 Matrices,3,1,5,403,403,403,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.08_4_3_matrices.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.08_4_3_matrices.md,502,502
5.3.9,Coordinate Spaces,3,1,5,403,407,407,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.09_coordinate_spaces.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.09_coordinate_spaces.md,8516,8516
5.3.10,Change of Basis,3,1,5,407,410,410,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.10_change_of_basis.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.10_change_of_basis.md,7718,7718
5.3.11,Transforming Normal Vectors,3,1,5,411,411,411,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.11_transforming_normal_vectors.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.11_transforming_normal_vectors.md,1878,1878
5.3.12,Storing Matrices in Memory,3,1,5,411,413,413,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.03.12_storing_matrices_in_memory.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.03.12_storing_matrices_in_memory.md,2798,2798
5.4,Quaternions,2,1,5,413,422,414,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.04_quaternions.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.04_quaternions.md,17123,2737
5.4.1,Unit Quaternions as 3D Rotations,3,1,5,414,414,414,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.04.01_unit_quaternions_as_3d_rotations.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.04.01_unit_quaternions_as_3d_rotations.md,1245,1245
5.4.2,Quaternion Operations,3,1,5,415,416,416,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.04.02_quaternion_operations.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.04.02_quaternion_operations.md,3249,3249
5.4.3,Rotating Vectors with Quaternions,3,1,5,416,417,417,part_01_foundations/chapter_05_3d_math_for_games/hierarchical/05.04.03_rotating_vectors_with_quaternions.md,part_01_foundations/chapter_05_3d_math_for_games/atomic/05.04.03_rotating_vectors_with_quaternions.md,3138,3138
